,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation
26313,Ukraine,2007.0,female,75+ years,325.0,2125683.0,15.29,"142,719,009,901",3229.0,Silent
26314,Ukraine,,female,55-74 years,483.0,5668759.0,8.52,"142,719,009,901",3229.0,Silent
26315,Ukraine,2007.0,female,35-54 years,500.0,7060722.0,7.08,"142,719,009,901",3229.0,Boomers
26316,Ukraine,2007.0,female,25-34 years,181.0,3405078.0,5.32,,3229.0,Generation X
26317,Ukraine,2007.0,female,15-24 years,129.0,3511720.0,3.67,"142,719,009,901",3229.0,Millenials
26318,Ukraine,2007.0,male,5-14 years,39.0,2268187.0,1.72,"142,719,009,901",3229.0,Generation Z
26319,Ukraine,2007.0,female,5-14 years,11.0,2155250.0,0.51,"142,719,009,901",3229.0,Generation Z
26320,Ukraine,2008.0,male,75+ years,554.0,818086.0,67.72,"179,992,405,832",4104.0,Silent
26321,Ukraine,2008.0,male,55-74 years,1854.0,3810278.0,48.66,"179,992,405,832",4104.0,Silent
26322,Ukraine,2008.0,male,35-54 years,3027.0,6254054.0,48.4,"179,992,405,832",4104.0,Boomers
26323,Ukraine,2008.0,male,25-34 years,1452.0,3466915.0,41.88,"179,992,405,832",4104.0,Generation X
26324,Ukraine,2008.0,male,15-24 years,856.0,3561320.0,24.04,"179,992,405,832",4104.0,Millenials
26325,Ukraine,2008.0,female,75+ years,347.0,2087152.0,16.63,"179,992,405,832",4104.0,Silent
26326,Ukraine,2008.0,female,55-74 years,483.0,5726858.0,8.43,"179,992,405,832",4104.0,Silent
26327,Ukraine,2008.0,female,35-54 years,528.0,7018040.0,7.52,"179,992,405,832",4104.0,Boomers
26328,Ukraine,2008.0,female,25-34 years,182.0,3441323.0,5.29,"179,992,405,832",4104.0,Generation X
26329,Ukraine,2008.0,female,15-24 years,118.0,3405168.0,3.47,"179,992,405,832",4104.0,Millenials
26330,Ukraine,2008.0,male,5-14 years,36.0,2188808.0,1.64,"179,992,405,832",4104.0,Generation Z
26331,Ukraine,2008.0,female,5-14 years,17.0,2078121.0,0.82,"179,992,405,832",4104.0,Generation Z
26332,Ukraine,,,75+ years,532.0,802009.0,66.33,"117,227,769,792",2691.0,Silent
26333,Ukraine,2009.0,male,35-54 years,3133.0,6221337.0,50.36,"117,227,769,792",2691.0,Boomers
26334,Ukraine,2009.0,male,55-74 years,1882.0,3841612.0,48.99,"117,227,769,792",2691.0,Silent
26335,Ukraine,2009.0,male,25-34 years,1504.0,3534883.0,42.55,"117,227,769,792",2691.0,Generation X
26336,Ukraine,2009.0,male,15-24 years,906.0,,26.5,"117,227,769,792",2691.0,Millenials
26337,Ukraine,2009.0,female,75+ years,313.0,2034703.0,15.38,"117,227,769,792",2691.0,Silent
26338,Ukraine,2009.0,female,55-74 years,556.0,5806966.0,9.57,"117,227,769,792",2691.0,Silent
26339,Ukraine,2009.0,female,35-54 years,502.0,6971143.0,7.2,,2691.0,Boomers
26340,Ukraine,2009.0,female,25-34 years,186.0,3494937.0,5.32,"117,227,769,792",2691.0,Generation X
26341,Ukraine,2009.0,female,15-24 years,,3267238.0,4.53,"117,227,769,792",2691.0,Millenials
26342,Ukraine,2009.0,male,5-14 years,34.0,2136975.0,,"117,227,769,792",2691.0,Generation Z
26343,Ukraine,2009.0,female,5-14 years,19.0,2027867.0,0.94,"117,227,769,792",2691.0,Generation Z
26344,Ukraine,2010.0,male,75+ years,495.0,804695.0,61.51,"136,013,155,905",3141.0,Silent
26345,Ukraine,2010.0,male,55-74 years,1827.0,3866232.0,47.26,"136,013,155,905",3141.0,Silent
26346,Ukraine,2010.0,male,35-54 years,2853.0,6203439.0,45.99,"136,013,155,905",3141.0,Generation X
26347,Ukraine,2010.0,male,25-34 years,1457.0,3589324.0,40.59,"136,013,155,905",3141.0,Generation X
26348,Ukraine,2010.0,male,15-24 years,843.0,3271660.0,25.77,"136,013,155,905",3141.0,Millenials
26349,Ukraine,2010.0,female,75+ years,303.0,2016954.0,15.02,"136,013,155,905",3141.0,Silent
26350,Ukraine,2010.0,female,55-74 years,479.0,5860094.0,8.17,"136,013,155,905",3141.0,Silent
26351,Ukraine,2010.0,female,35-54 years,458.0,6928455.0,6.61,"136,013,155,905",3141.0,Generation X
26352,Ukraine,2010.0,female,15-24 years,154.0,3125122.0,4.93,"136,013,155,905",3141.0,Millenials
26353,,2010.0,female,25-34 years,170.0,3534635.0,4.81,"136,013,155,905",3141.0,Generation X
26354,Ukraine,2010.0,male,5-14 years,35.0,2102478.0,1.66,"136,013,155,905",3141.0,Generation Z
26355,Ukraine,2010.0,female,5-14 years,15.0,1993721.0,0.75,"136,013,155,905",3141.0,Generation Z
26356,Ukraine,2011.0,male,75+ years,531.0,830200.0,63.96,"163,159,671,670",3788.0,Silent
26357,Ukraine,2011.0,male,55-74 years,1761.0,3877753.0,45.41,"163,159,671,670",3788.0,Boomers
26358,Ukraine,2011.0,male,35-54 years,2664.0,6194997.0,43.0,"163,159,671,670",3788.0,Generation X
26359,Ukraine,2011.0,male,25-34 years,1457.0,3638908.0,40.04,"163,159,671,670",3788.0,Millenials
26360,Ukraine,2011.0,male,15-24 years,850.0,3114554.0,27.29,"163,159,671,670",3788.0,Millenials
26361,Ukraine,2011.0,female,75+ years,311.0,2047428.0,15.19,"163,159,671,670",3788.0,Silent
26362,Ukraine,2011.0,female,55-74 years,552.0,5873828.0,9.4,"163,159,671,670",3788.0,Boomers
26363,Ukraine,2011.0,female,35-54 years,464.0,6890333.0,6.73,"163,159,671,670",3788.0,Generation X
26364,Ukraine,2011.0,female,15-24 years,157.0,2973653.0,5.28,"163,159,671,670",3788.0,Millenials
26365,Ukraine,2011.0,female,25-34 years,160.0,3570316.0,4.48,"163,159,671,670",3788.0,Millenials
26366,Ukraine,2011.0,male,5-14 years,46.0,2085831.0,2.21,"163,159,671,670",3788.0,Generation Z
26367,Ukraine,2011.0,female,5-14 years,20.0,1976990.0,1.01,"163,159,671,670",3788.0,Generation Z
26368,Ukraine,2012.0,male,75+ years,590.0,878262.0,67.18,"175,781,379,051",4096.0,Silent
26369,Ukraine,2012.0,male,55-74 years,1768.0,3880830.0,45.56,"175,781,379,051",4096.0,Boomers
26370,Ukraine,2012.0,male,35-54 years,2680.0,6175567.0,43.4,"175,781,379,051",4096.0,Generation X
26371,Ukraine,2012.0,male,25-34 years,1450.0,3692383.0,39.27,"175,781,379,051",4096.0,Millenials
26372,Ukraine,2012.0,male,15-24 years,838.0,2960881.0,28.3,"175,781,379,051",4096.0,Millenials
26373,Ukraine,2012.0,female,75+ years,347.0,2131156.0,16.28,"175,781,379,051",4096.0,Silent
26374,Ukraine,2012.0,female,55-74 years,524.0,5852504.0,8.95,"175,781,379,051",4096.0,Boomers
26375,Ukraine,2012.0,,35-54 years,494.0,6837697.0,7.22,"175,781,379,051",4096.0,Generation X
26376,Ukraine,2012.0,female,25-34 years,186.0,3607893.0,5.16,"175,781,379,051",4096.0,Millenials
26377,Ukraine,2012.0,female,15-24 years,126.0,2819749.0,4.47,"175,781,379,051",4096.0,Millenials
26378,Ukraine,2012.0,male,5-14 years,35.0,2094456.0,1.67,"175,781,379,051",4096.0,Generation Z
26379,Ukraine,2012.0,female,5-14 years,20.0,1984557.0,1.01,"175,781,379,051",4096.0,Generation Z
26380,Ukraine,2014.0,male,75+ years,608.0,919141.0,66.15,"133,503,411,376",3299.0,Silent
26381,Ukraine,2014.0,male,55-74 years,1558.0,3702856.0,42.08,"133,503,411,376",3299.0,Boomers
26382,Ukraine,2014.0,male,35-54 years,2363.0,5814873.0,40.64,"133,503,411,376",3299.0,Generation X
26383,Ukraine,2014.0,male,25-34 years,1302.0,3543016.0,36.75,"133,503,411,376",3299.0,Millenials
26384,Ukraine,2014.0,male,15-24 years,560.0,2541203.0,22.04,"133,503,411,376",3299.0,Millenials
26385,Ukraine,2014.0,female,75+ years,339.0,,15.39,"133,503,411,376",3299.0,Silent
26386,Ukraine,2014.0,female,55-74 years,465.0,5487093.0,8.47,"133,503,411,376",3299.0,Boomers
26387,,2014.0,female,35-54 years,423.0,6365806.0,6.64,"133,503,411,376",3299.0,Generation X
26388,Ukraine,2014.0,female,25-34 years,197.0,3444110.0,5.72,"133,503,411,376",3299.0,Millenials
26389,Ukraine,2014.0,,15-24 years,118.0,2408666.0,4.9,"133,503,411,376",3299.0,Millenials
26390,Ukraine,2014.0,male,5-14 years,21.0,2074827.0,1.01,"133,503,411,376",3299.0,Generation Z
26391,Ukraine,2014.0,female,5-14 years,14.0,1959353.0,0.71,"133,503,411,376",3299.0,Generation Z
26392,Ukraine,2015.0,male,75+ years,669.0,942786.0,70.96,"91,030,959,455",2256.0,Silent
26393,Ukraine,2015.0,male,55-74 years,1644.0,3747724.0,43.87,"91,030,959,455",2256.0,Boomers
26394,Ukraine,2015.0,male,35-54 years,2181.0,5795334.0,37.63,"91,030,959,455",2256.0,Generation X
26395,Ukraine,2015.0,male,25-34 years,1114.0,3527229.0,31.58,"91,030,959,455",2256.0,Millenials
26396,Ukraine,2015.0,male,15-24 years,507.0,2408074.0,21.05,"91,030,959,455",2256.0,Millenials
26397,Ukraine,2015.0,female,75+ years,296.0,2261462.0,13.09,"91,030,959,455",2256.0,Silent
26398,Ukraine,2015.0,female,55-74 years,399.0,,7.24,"91,030,959,455",2256.0,Boomers
26399,Ukraine,2015.0,,35-54 years,427.0,6309963.0,6.77,"91,030,959,455",2256.0,Generation X
26400,Ukraine,2015.0,female,15-24 years,117.0,2281055.0,5.13,"91,030,959,455",2256.0,Millenials
26401,Ukraine,2015.0,female,25-34 years,168.0,,4.91,"91,030,959,455",2256.0,Millenials
26402,Ukraine,2015.0,male,5-14 years,33.0,2131084.0,1.55,"91,030,959,455",2256.0,Generation Z
26403,Ukraine,2015.0,female,5-14 years,19.0,2010824.0,0.94,,2256.0,Generation Z
26404,United Arab Emirates,2005.0,male,35-54 years,42.0,1083147.0,3.88,"180,617,018,380",42196.0,Boomers
26405,United Arab Emirates,2005.0,male,55-74 years,3.0,104270.0,2.88,"180,617,018,380",42196.0,Silent
26406,United Arab Emirates,2005.0,female,15-24 years,7.0,281194.0,2.49,"180,617,018,380",42196.0,Millenials
26407,United Arab Emirates,2005.0,male,25-34 years,28.0,1132761.0,2.47,"180,617,018,380",42196.0,Generation X
26408,United Arab Emirates,2005.0,female,25-34 years,6.0,343997.0,1.74,"180,617,018,380",42196.0,Generation X
26409,United Arab Emirates,2005.0,male,15-24 years,7.0,454397.0,1.54,"180,617,018,380",42196.0,Millenials
26410,United Arab Emirates,2005.0,female,35-54 years,3.0,286724.0,1.05,"180,617,018,380",42196.0,Boomers
26411,United Arab Emirates,2005.0,female,5-14 years,0.0,261386.0,0.0,"180,617,018,380",42196.0,Millenials
26412,United Arab Emirates,2005.0,female,55-74 years,0.0,37641.0,0.0,"180,617,018,380",42196.0,Silent
26413,United Arab Emirates,2005.0,female,75+ years,0.0,5259.0,0.0,"180,617,018,380",42196.0,Silent
26414,United Arab Emirates,2005.0,male,5-14 years,0.0,282770.0,0.0,"180,617,018,380",42196.0,Millenials
26415,United Arab Emirates,2005.0,male,75+ years,0.0,6887.0,0.0,"180,617,018,380",42196.0,Silent
26416,United Arab Emirates,2006.0,female,55-74 years,2.0,40353.0,4.96,"222,116,541,865",45110.0,Silent
26417,United Arab Emirates,2006.0,male,25-34 years,37.0,1335454.0,2.77,"222,116,541,865",45110.0,Generation X
26418,United Arab Emirates,2006.0,male,35-54 years,30.0,1244561.0,2.41,"222,116,541,865",45110.0,Boomers
26419,United Arab Emirates,2006.0,female,35-54 years,6.0,320618.0,1.87,"222,116,541,865",45110.0,Boomers
26420,United Arab Emirates,2006.0,male,55-74 years,2.0,,1.75,"222,116,541,865",45110.0,Silent
26421,United Arab Emirates,2006.0,female,25-34 years,5.0,383191.0,1.3,"222,116,541,865",45110.0,Generation X
26422,United Arab Emirates,2006.0,male,15-24 years,7.0,595516.0,1.18,"222,116,541,865",45110.0,Millenials
26423,United Arab Emirates,2006.0,female,15-24 years,1.0,317537.0,0.31,"222,116,541,865",45110.0,Millenials
26424,United Arab Emirates,2006.0,female,5-14 years,0.0,271444.0,0.0,"222,116,541,865",45110.0,Millenials
26425,United Arab Emirates,2006.0,female,75+ years,0.0,5553.0,0.0,"222,116,541,865",45110.0,Silent
26426,United Arab Emirates,2006.0,male,5-14 years,0.0,287845.0,0.0,"222,116,541,865",45110.0,Millenials
26427,United Arab Emirates,2006.0,male,75+ years,0.0,7503.0,0.0,"222,116,541,865",45110.0,Silent
26428,United Arab Emirates,2007.0,female,55-74 years,2.0,43719.0,4.57,"257,916,133,424",45285.0,Silent
26429,United Arab Emirates,2007.0,male,15-24 years,18.0,710296.0,2.53,"257,916,133,424",45285.0,Millenials
26430,United Arab Emirates,2007.0,male,35-54 years,35.0,1481890.0,2.36,"257,916,133,424",45285.0,Boomers
26431,United Arab Emirates,2007.0,male,25-34 years,33.0,1586738.0,2.08,"257,916,133,424",45285.0,Generation X
26432,United Arab Emirates,2007.0,male,55-74 years,2.0,,1.56,"257,916,133,424",45285.0,Silent
26433,United Arab Emirates,2007.0,female,15-24 years,4.0,350408.0,1.14,"257,916,133,424",45285.0,Millenials
26434,United Arab Emirates,2007.0,female,25-34 years,4.0,431502.0,0.93,"257,916,133,424",45285.0,Generation X
26435,United Arab Emirates,2007.0,female,35-54 years,3.0,365164.0,0.82,"257,916,133,424",45285.0,Boomers
26436,United Arab Emirates,2007.0,female,5-14 years,0.0,284824.0,0.0,"257,916,133,424",45285.0,Generation Z
26437,United Arab Emirates,2007.0,female,75+ years,0.0,5982.0,0.0,"257,916,133,424",45285.0,Silent
26438,United Arab Emirates,2007.0,male,5-14 years,0.0,297991.0,0.0,"257,916,133,424",45285.0,Generation Z
26439,United Arab Emirates,2007.0,male,75+ years,0.0,8489.0,0.0,"257,916,133,424",45285.0,Silent
26440,United Arab Emirates,2008.0,male,15-24 years,18.0,776831.0,2.32,"315,474,615,739",48457.0,Millenials
26441,United Arab Emirates,2008.0,male,55-74 years,3.0,144591.0,2.07,"315,474,615,739",48457.0,Silent
26442,United Arab Emirates,2008.0,female,25-34 years,10.0,485856.0,2.06,"315,474,615,739",48457.0,Generation X
26443,United Arab Emirates,2008.0,male,35-54 years,36.0,1776139.0,2.03,"315,474,615,739",48457.0,Boomers
26444,United Arab Emirates,2008.0,male,25-34 years,25.0,1856262.0,1.35,,48457.0,Generation X
26445,United Arab Emirates,2008.0,female,15-24 years,4.0,374233.0,1.07,"315,474,615,739",48457.0,Millenials
26446,United Arab Emirates,2008.0,female,35-54 years,4.0,417902.0,0.96,"315,474,615,739",48457.0,Boomers
26447,United Arab Emirates,2008.0,female,5-14 years,0.0,300552.0,0.0,"315,474,615,739",48457.0,Generation Z
26448,United Arab Emirates,2008.0,female,55-74 years,0.0,47552.0,0.0,"315,474,615,739",48457.0,Silent
26449,United Arab Emirates,2008.0,female,75+ years,0.0,6441.0,0.0,"315,474,615,739",48457.0,Silent
26450,United Arab Emirates,2008.0,male,5-14 years,0.0,314457.0,0.0,"315,474,615,739",48457.0,Generation Z
26451,United Arab Emirates,2008.0,male,75+ years,0.0,9542.0,0.0,"315,474,615,739",48457.0,Silent
26452,United Arab Emirates,2009.0,male,25-34 years,52.0,2097782.0,2.48,"253,547,358,747",34960.0,Generation X
26453,United Arab Emirates,2009.0,male,15-24 years,15.0,780955.0,,"253,547,358,747",34960.0,Millenials
26454,United Arab Emirates,2009.0,male,35-54 years,39.0,2094463.0,1.86,"253,547,358,747",34960.0,Boomers
26455,United Arab Emirates,2009.0,male,,3.0,161132.0,1.86,"253,547,358,747",34960.0,Silent
26456,United Arab Emirates,2009.0,female,15-24 years,7.0,385569.0,1.82,"253,547,358,747",34960.0,Millenials
26457,United Arab Emirates,2009.0,female,25-34 years,4.0,539991.0,0.74,"253,547,358,747",,Generation X
26458,United Arab Emirates,2009.0,female,5-14 years,2.0,316123.0,0.63,"253,547,358,747",34960.0,Generation Z
26459,United Arab Emirates,2009.0,female,35-54 years,2.0,475003.0,0.42,"253,547,358,747",34960.0,Boomers
26460,United Arab Emirates,2009.0,female,55-74 years,0.0,51590.0,0.0,"253,547,358,747",34960.0,Silent
26461,United Arab Emirates,2009.0,female,75+ years,0.0,6796.0,0.0,"253,547,358,747",34960.0,Silent
26462,United Arab Emirates,2009.0,male,5-14 years,0.0,332784.0,0.0,"253,547,358,747",34960.0,Generation Z
26463,United Arab Emirates,2009.0,male,75+ years,0.0,10292.0,0.0,"253,547,358,747",34960.0,Silent
26464,United Arab Emirates,2010.0,male,75+ years,1.0,10567.0,9.46,"289,787,338,325",36964.0,Silent
26465,United Arab Emirates,2010.0,male,55-74 years,5.0,177232.0,2.82,"289,787,338,325",36964.0,Silent
26466,United Arab Emirates,2010.0,female,25-34 years,14.0,587552.0,2.38,"289,787,338,325",36964.0,Generation X
26467,United Arab Emirates,2010.0,female,55-74 years,1.0,55621.0,1.8,"289,787,338,325",36964.0,Silent
26468,United Arab Emirates,2010.0,male,25-34 years,39.0,2271630.0,1.72,"289,787,338,325",36964.0,Generation X
26469,United Arab Emirates,2010.0,female,15-24 years,6.0,385198.0,1.56,"289,787,338,325",36964.0,Millenials
26470,United Arab Emirates,2010.0,male,35-54 years,34.0,2405804.0,1.41,"289,787,338,325",36964.0,Generation X
26471,United Arab Emirates,2010.0,male,15-24 years,10.0,730245.0,1.37,"289,787,338,325",36964.0,Millenials
26472,United Arab Emirates,2010.0,female,35-54 years,1.0,533458.0,0.19,"289,787,338,325",36964.0,Generation X
26473,,2010.0,female,5-14 years,0.0,329210.0,0.0,"289,787,338,325",36964.0,Generation Z
26474,United Arab Emirates,2010.0,female,75+ years,0.0,6996.0,0.0,"289,787,338,325",36964.0,Silent
26475,United Arab Emirates,2010.0,male,5-14 years,0.0,346223.0,0.0,"289,787,338,325",36964.0,Generation Z
26476,United Kingdom,1985.0,male,75+ years,264.0,1202838.0,21.95,"489,285,164,271",9231.0,G.I. Generation
26477,United Kingdom,1985.0,male,55-74 years,915.0,5170113.0,17.7,"489,285,164,271",9231.0,G.I. Generation
26478,United Kingdom,1985.0,male,35-54 years,1208.0,6899879.0,17.51,"489,285,164,271",9231.0,
26479,United Kingdom,1985.0,male,25-34 years,620.0,3969689.0,15.62,"489,285,164,271",9231.0,Boomers
26480,United Kingdom,1985.0,female,55-74 years,678.0,6002096.0,11.3,"489,285,164,271",9231.0,G.I. Generation
26481,United Kingdom,1985.0,female,75+ years,237.0,2418692.0,9.8,"489,285,164,271",9231.0,
26482,United Kingdom,1985.0,male,15-24 years,411.0,4731293.0,8.69,"489,285,164,271",9231.0,Generation X
26483,United Kingdom,1985.0,female,35-54 years,505.0,6879295.0,7.34,"489,285,164,271",9231.0,Silent
26484,United Kingdom,1985.0,female,25-34 years,176.0,3899906.0,4.51,"489,285,164,271",9231.0,Boomers
26485,United Kingdom,1985.0,female,15-24 years,86.0,4549121.0,1.89,"489,285,164,271",9231.0,Generation X
26486,United Kingdom,1985.0,male,5-14 years,3.0,3740694.0,0.08,"489,285,164,271",9231.0,Generation X
26487,United Kingdom,1985.0,female,5-14 years,2.0,3542919.0,0.06,"489,285,164,271",9231.0,Generation X
26488,United Kingdom,1986.0,male,75+ years,280.0,1227718.0,22.81,"601,452,653,181",11323.0,G.I. Generation
26489,United Kingdom,1986.0,male,55-74 years,892.0,5159651.0,17.29,"601,452,653,181",11323.0,G.I. Generation
26490,United Kingdom,1986.0,male,35-54 years,1152.0,6950315.0,16.57,"601,452,653,181",11323.0,Silent
26491,United Kingdom,1986.0,male,25-34 years,616.0,4039982.0,15.25,"601,452,653,181",11323.0,Boomers
26492,United Kingdom,1986.0,male,15-24 years,449.0,4715034.0,9.52,"601,452,653,181",11323.0,Generation X
26493,United Kingdom,1986.0,female,75+ years,223.0,2454593.0,9.09,"601,452,653,181",11323.0,G.I. Generation
26494,United Kingdom,1986.0,female,55-74 years,541.0,5964761.0,9.07,"601,452,653,181",11323.0,G.I. Generation
26495,United Kingdom,1986.0,female,35-54 years,424.0,6933075.0,6.12,"601,452,653,181",11323.0,Silent
26496,United Kingdom,1986.0,female,25-34 years,161.0,3980652.0,4.04,"601,452,653,181",11323.0,Boomers
26497,United Kingdom,1986.0,female,15-24 years,97.0,4538658.0,2.14,"601,452,653,181",11323.0,Generation X
26498,United Kingdom,1986.0,female,5-14 years,2.0,3480190.0,0.06,"601,452,653,181",11323.0,Generation X
26499,United Kingdom,1986.0,male,5-14 years,2.0,3674904.0,0.05,"601,452,653,181",11323.0,Generation X
26500,United Kingdom,1987.0,male,75+ years,248.0,1272201.0,19.49,"745,162,608,269",13996.0,G.I. Generation
26501,United Kingdom,1987.0,male,55-74 years,857.0,5141737.0,16.67,"745,162,608,269",13996.0,G.I. Generation
26502,United Kingdom,1987.0,male,35-54 years,1072.0,6997144.0,15.32,"745,162,608,269",13996.0,Silent
26503,United Kingdom,1987.0,male,25-34 years,618.0,4130709.0,14.96,"745,162,608,269",13996.0,Boomers
26504,United Kingdom,1987.0,male,15-24 years,461.0,4665275.0,9.88,"745,162,608,269",13996.0,Generation X
26505,United Kingdom,1987.0,female,55-74 years,464.0,5919684.0,7.84,"745,162,608,269",13996.0,G.I. Generation
26506,United Kingdom,1987.0,female,75+ years,174.0,2508896.0,6.94,"745,162,608,269",13996.0,G.I. Generation
26507,United Kingdom,1987.0,female,35-54 years,417.0,6986157.0,5.97,"745,162,608,269",13996.0,Silent
26508,United Kingdom,1987.0,female,25-34 years,168.0,4073306.0,4.12,"745,162,608,269",13996.0,Boomers
26509,United Kingdom,1987.0,female,15-24 years,105.0,4483586.0,2.34,"745,162,608,269",13996.0,Generation X
26510,United Kingdom,1987.0,male,5-14 years,7.0,3625848.0,0.19,"745,162,608,269",13996.0,Generation X
26511,United Kingdom,1987.0,female,5-14 years,3.0,3435125.0,0.09,"745,162,608,269",13996.0,Generation X
26512,United Kingdom,1988.0,male,75+ years,313.0,1304946.0,23.99,"910,122,732,124",17072.0,G.I. Generation
26513,United Kingdom,1988.0,male,35-54 years,1218.0,7060763.0,17.25,"910,122,732,124",17072.0,Silent
26514,United Kingdom,1988.0,male,25-34 years,695.0,4217963.0,16.48,"910,122,732,124",17072.0,Boomers
26515,United Kingdom,1988.0,male,55-74 years,816.0,5119070.0,15.94,"910,122,732,124",17072.0,G.I. Generation
26516,United Kingdom,1988.0,male,15-24 years,565.0,4573487.0,12.35,"910,122,732,124",17072.0,Generation X
26517,United Kingdom,1988.0,female,75+ years,205.0,2551912.0,8.03,"910,122,732,124",17072.0,G.I. Generation
26518,United Kingdom,1988.0,female,55-74 years,445.0,5863850.0,7.59,"910,122,732,124",17072.0,G.I. Generation
26519,United Kingdom,1988.0,female,35-54 years,417.0,7055435.0,5.91,"910,122,732,124",17072.0,Silent
26520,United Kingdom,1988.0,female,25-34 years,171.0,4162366.0,4.11,"910,122,732,124",17072.0,Boomers
26521,United Kingdom,1988.0,female,15-24 years,120.0,4389539.0,2.73,"910,122,732,124",17072.0,Generation X
26522,United Kingdom,1988.0,male,5-14 years,4.0,3599080.0,0.11,"910,122,732,124",17072.0,Generation X
26523,United Kingdom,1988.0,female,5-14 years,2.0,3412369.0,0.06,"910,122,732,124",17072.0,Generation X
26524,United Kingdom,1989.0,male,75+ years,267.0,1338351.0,19.95,"926,884,816,754",17349.0,G.I. Generation
26525,United Kingdom,1989.0,male,35-54 years,1117.0,7132941.0,15.66,"926,884,816,754",17349.0,Silent
26526,United Kingdom,1989.0,male,25-34 years,664.0,4320494.0,15.37,"926,884,816,754",17349.0,Boomers
26527,United Kingdom,1989.0,male,55-74 years,703.0,5101514.0,13.78,"926,884,816,754",17349.0,G.I. Generation
26528,United Kingdom,1989.0,male,15-24 years,482.0,4444822.0,10.84,"926,884,816,754",17349.0,Generation X
26529,United Kingdom,1989.0,female,75+ years,176.0,2599321.0,6.77,,17349.0,G.I. Generation
26530,United Kingdom,1989.0,female,55-74 years,352.0,5807846.0,6.06,"926,884,816,754",17349.0,G.I. Generation
26531,United Kingdom,1989.0,female,35-54 years,353.0,7131057.0,4.95,"926,884,816,754",17349.0,Silent
26532,United Kingdom,1989.0,female,25-34 years,157.0,4262150.0,3.68,"926,884,816,754",17349.0,Boomers
26533,United Kingdom,1989.0,female,15-24 years,87.0,4270368.0,2.04,"926,884,816,754",17349.0,Generation X
26534,United Kingdom,1989.0,female,5-14 years,2.0,3415806.0,0.06,"926,884,816,754",17349.0,Generation X
26535,United Kingdom,1989.0,male,5-14 years,1.0,3600459.0,0.03,"926,884,816,754",17349.0,Generation X
26536,United Kingdom,1990.0,male,75+ years,264.0,1360178.0,19.41,"1,093,169,389,205",20411.0,G.I. Generation
26537,United Kingdom,1990.0,male,,1246.0,7192919.0,17.32,"1,093,169,389,205",20411.0,Silent
26538,United Kingdom,1990.0,male,25-34 years,763.0,4427270.0,17.23,"1,093,169,389,205",20411.0,Boomers
26539,United Kingdom,1990.0,male,55-74 years,721.0,5093581.0,14.16,"1,093,169,389,205",20411.0,G.I. Generation
26540,United Kingdom,1990.0,male,15-24 years,528.0,4317816.0,12.23,"1,093,169,389,205",20411.0,Generation X
26541,United Kingdom,1990.0,female,55-74 years,340.0,5762152.0,5.9,"1,093,169,389,205",20411.0,
26542,United Kingdom,1990.0,female,75+ years,154.0,2625749.0,5.86,"1,093,169,389,205",20411.0,G.I. Generation
26543,United Kingdom,1990.0,female,35-54 years,360.0,7196514.0,5.0,"1,093,169,389,205",20411.0,Silent
26544,United Kingdom,1990.0,female,25-34 years,180.0,4366845.0,4.12,"1,093,169,389,205",20411.0,Boomers
26545,United Kingdom,1990.0,female,15-24 years,85.0,4138638.0,2.05,"1,093,169,389,205",20411.0,Generation X
26546,United Kingdom,1990.0,male,5-14 years,2.0,3630327.0,0.06,"1,093,169,389,205",20411.0,Generation X
26547,United Kingdom,1990.0,female,5-14 years,0.0,3445865.0,0.0,"1,093,169,389,205",20411.0,Generation X
26548,United Kingdom,1991.0,male,35-54 years,1342.0,7271111.0,18.46,"1,142,797,178,131",21201.0,Boomers
26549,United Kingdom,1991.0,male,25-34 years,801.0,4577587.0,17.5,"1,142,797,178,131",21201.0,Boomers
26550,United Kingdom,1991.0,male,75+ years,238.0,1367055.0,17.41,"1,142,797,178,131",21201.0,G.I. Generation
26551,United Kingdom,1991.0,male,55-74 years,628.0,5106574.0,12.3,,21201.0,Silent
26552,United Kingdom,1991.0,male,15-24 years,481.0,4218626.0,11.4,"1,142,797,178,131",21201.0,Generation X
26553,United Kingdom,1991.0,female,75+ years,151.0,2671099.0,5.65,"1,142,797,178,131",21201.0,G.I. Generation
26554,United Kingdom,1991.0,female,55-74 years,311.0,5765907.0,5.39,"1,142,797,178,131",21201.0,Silent
26555,United Kingdom,1991.0,female,35-54 years,336.0,7264229.0,4.63,"1,142,797,178,131",21201.0,Boomers
26556,United Kingdom,1991.0,female,25-34 years,161.0,4465693.0,3.61,"1,142,797,178,131",21201.0,Boomers
26557,United Kingdom,1991.0,female,15-24 years,93.0,4021225.0,2.31,"1,142,797,178,131",21201.0,Generation X
26558,United Kingdom,1991.0,male,5-14 years,4.0,3687655.0,0.11,"1,142,797,178,131",21201.0,Millenials
26559,United Kingdom,1991.0,female,5-14 years,1.0,3486666.0,0.03,"1,142,797,178,131",21201.0,Millenials
26560,United Kingdom,1992.0,male,35-54 years,1361.0,7357267.0,18.5,"1,179,659,529,660",21815.0,Boomers
26561,United Kingdom,1992.0,male,25-34 years,785.0,4655305.0,16.86,"1,179,659,529,660",21815.0,Boomers
26562,United Kingdom,1992.0,male,75+ years,216.0,1371639.0,15.75,"1,179,659,529,660",21815.0,G.I. Generation
